id,name,area,city,latitude,longitude,source,source_license,confidence,last_checked_at,court_type,access_type,price_type,has_lights,dryness_after_rain,slippery_when_wet,rain_playable,surface_type,surface_condition,court_cleanliness,court_space,runoff_safety,peak_times,has_nets,rim_height,rim_type,backboard_condition,rim_condition,hoop_count,opening_hours,evening_access,has_toilets,has_drinking_water,has_parking,has_changing_rooms,good_for_solo,good_for_pickup,good_for_training,beginner_friendly,notes,photo_asset_name,photo_url,osm_type,osm_id,osm_ref,osm_tags_json,import_batch
osm-way-1007315608,OSM Basketball Court 1007315608,UK,UK,51.5653739,-0.0635476,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1007315608). Name is missing in OSM and should be manually reviewed.,,,way,1007315608,way/1007315608,"{""@id"":""way/1007315608"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1007425625,OSM Basketball Court 1007425625,UK,UK,51.7060856,-0.0541420,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1007425625). Name is missing in OSM and should be manually reviewed.,,,way,1007425625,way/1007425625,"{""@id"":""way/1007425625"",""barrier"":""fence"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1007580859,OSM Basketball Court 1007580859,UK,UK,51.4344710,-0.4550346,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1007580859). Name is missing in OSM and should be manually reviewed.,,,way,1007580859,way/1007580859,"{""@id"":""way/1007580859"",""hoops"":""2"",""leisure"":""pitch"",""lit"":""no"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1008072655,OSM Basketball Court 1008072655,UK,UK,51.4222408,-0.3219935,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008072655). Name is missing in OSM and should be manually reviewed.,,,way,1008072655,way/1008072655,"{""@id"":""way/1008072655"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1008096561,OSM Basketball Court 1008096561,UK,UK,52.4289880,-1.9854362,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008096561). Name is missing in OSM and should be manually reviewed. OSM source tag: bing.,,,way,1008096561,way/1008096561,"{""@id"":""way/1008096561"",""leisure"":""pitch"",""source"":""bing"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1008103974,OSM Basketball Court 1008103974,UK,UK,52.4065396,-1.9978571,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008103974). Name is missing in OSM and should be manually reviewed. OSM source tag: bing.,,,way,1008103974,way/1008103974,"{""@id"":""way/1008103974"",""leisure"":""pitch"",""source"":""bing"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1008120403,OSM Basketball Court 1008120403,UK,UK,51.4313283,-2.4773181,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,public,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008120403). Name is missing in OSM and should be manually reviewed.,,,way,1008120403,way/1008120403,"{""@id"":""way/1008120403"",""access"":""yes"",""leisure"":""pitch"",""sport"":""soccer;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1008160708,OSM Basketball Court 1008160708,UK,UK,51.7681887,-3.2534461,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008160708). Name is missing in OSM and should be manually reviewed.,,,way,1008160708,way/1008160708,"{""@id"":""way/1008160708"",""leisure"":""pitch"",""sport"":""multi;basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1008165312,OSM Basketball Court 1008165312,UK,UK,51.7756833,-3.2393835,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,1,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008165312). Name is missing in OSM and should be manually reviewed.,,,way,1008165312,way/1008165312,"{""@id"":""way/1008165312"",""hoops"":""1"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1008180817,OSM Basketball Court 1008180817,UK,UK,51.7931008,-3.2123544,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008180817). Name is missing in OSM and should be manually reviewed.,,,way,1008180817,way/1008180817,"{""@id"":""way/1008180817"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1008228558,OSM Basketball Court 1008228558,UK,UK,51.5203233,-0.0215159,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008228558). Name is missing in OSM and should be manually reviewed.,,,way,1008228558,way/1008228558,"{""@id"":""way/1008228558"",""leisure"":""pitch"",""sport"":""soccer;basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1008666042,OSM Basketball Court 1008666042,UK,UK,53.7315865,-1.8754797,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1008666042). Name is missing in OSM and should be manually reviewed.,,,way,1008666042,way/1008666042,"{""@id"":""way/1008666042"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009005226,OSM Basketball Court 1009005226,UK,UK,53.5124987,-2.5905242,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009005226). Name is missing in OSM and should be manually reviewed.,,,way,1009005226,way/1009005226,"{""@id"":""way/1009005226"",""leisure"":""pitch"",""lit"":""no"",""sport"":""soccer;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1009136810,OSM Basketball Court 1009136810,UK,UK,50.8298938,-0.3418340,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009136810). Name is missing in OSM and should be manually reviewed.,,,way,1009136810,way/1009136810,"{""@id"":""way/1009136810"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009136819,OSM Basketball Court 1009136819,UK,UK,50.8284927,-0.3346054,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009136819). Name is missing in OSM and should be manually reviewed.,,,way,1009136819,way/1009136819,"{""@id"":""way/1009136819"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009136828,OSM Basketball Court 1009136828,UK,UK,50.8342387,-0.3433852,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009136828). Name is missing in OSM and should be manually reviewed.,,,way,1009136828,way/1009136828,"{""@id"":""way/1009136828"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009146808,Mares Field MUGA,"Newry, Mourne and Down District Council",UK,54.1797299,-6.4157334,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,public,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009146808).,,,way,1009146808,way/1009146808,"{""@id"":""way/1009146808"",""access"":""yes"",""leisure"":""pitch"",""name"":""Mares Field MUGA"",""operator"":""Newry, Mourne and Down District Council"",""operator:wikidata"":""Q16998911"",""sport"":""soccer;basketball"",""surface"":""paved"",""@geometry"":""center""}",2026-05-12
osm-way-1009155946,OSM Basketball Court 1009155946,UK,UK,53.7334717,-1.5316544,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009155946). Name is missing in OSM and should be manually reviewed.,,,way,1009155946,way/1009155946,"{""@id"":""way/1009155946"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009185693,OSM Basketball Court 1009185693,UK,UK,50.8300356,-0.3230222,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009185693). Name is missing in OSM and should be manually reviewed.,,,way,1009185693,way/1009185693,"{""@id"":""way/1009185693"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009196662,The Valley Park MUGA,UK,UK,53.5729848,-1.4242215,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009196662).,,,way,1009196662,way/1009196662,"{""@id"":""way/1009196662"",""leisure"":""pitch"",""name"":""The Valley Park MUGA"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009342209,OSM Basketball Court 1009342209,UK,UK,50.8485377,-1.1004290,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009342209). Name is missing in OSM and should be manually reviewed.,,,way,1009342209,way/1009342209,"{""@id"":""way/1009342209"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009387242,Cudworth Park Multi Use Games Area,UK,UK,53.5785754,-1.4203425,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009387242).,,,way,1009387242,way/1009387242,"{""@id"":""way/1009387242"",""leisure"":""pitch"",""lit"":""no"",""name"":""Cudworth Park Multi Use Games Area"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1009387310,Brierley Park MUGA,UK,UK,53.5950288,-1.3743009,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009387310).,,,way,1009387310,way/1009387310,"{""@id"":""way/1009387310"",""leisure"":""pitch"",""name"":""Brierley Park MUGA"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009500679,OSM Basketball Court 1009500679,UK,UK,51.7635460,-1.2080770,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009500679). Name is missing in OSM and should be manually reviewed.,,,way,1009500679,way/1009500679,"{""@id"":""way/1009500679"",""leisure"":""pitch"",""sport"":""mini_tennis;basketball;netball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1009612571,OSM Basketball Court 1009612571,UK,UK,53.3040559,-1.4999654,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009612571). Name is missing in OSM and should be manually reviewed.,,,way,1009612571,way/1009612571,"{""@id"":""way/1009612571"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1009873377,OSM Basketball Court 1009873377,UK,UK,53.3396436,-1.5039862,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009873377). Name is missing in OSM and should be manually reviewed.,,,way,1009873377,way/1009873377,"{""@id"":""way/1009873377"",""hoops"":""2"",""leisure"":""pitch"",""lit"":""no"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1009873378,OSM Basketball Court 1009873378,UK,UK,53.3395532,-1.5037818,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1009873378). Name is missing in OSM and should be manually reviewed.,,,way,1009873378,way/1009873378,"{""@id"":""way/1009873378"",""hoops"":""2"",""leisure"":""pitch"",""lit"":""no"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1010376684,OSM Basketball Court 1010376684,UK,UK,50.8272967,-0.2976928,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1010376684). Name is missing in OSM and should be manually reviewed.,,,way,1010376684,way/1010376684,"{""@id"":""way/1010376684"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1010960667,OSM Basketball Court 1010960667,UK,UK,51.3432526,0.4482479,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,private,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1010960667). Name is missing in OSM and should be manually reviewed.,,,way,1010960667,way/1010960667,"{""@id"":""way/1010960667"",""access"":""private"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1011058406,OSM Basketball Court 1011058406,UK,UK,51.7380498,-0.2472369,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1011058406). Name is missing in OSM and should be manually reviewed.,,,way,1011058406,way/1011058406,"{""@id"":""way/1011058406"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1011272347,OSM Basketball Court 1011272347,UK,UK,56.4903805,-2.9224686,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,1,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1011272347). Name is missing in OSM and should be manually reviewed.,,,way,1011272347,way/1011272347,"{""@id"":""way/1011272347"",""hoops"":""1"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1011280117,OSM Basketball Court 1011280117,UK,UK,56.4800596,-2.9353958,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1011280117). Name is missing in OSM and should be manually reviewed.,,,way,1011280117,way/1011280117,"{""@id"":""way/1011280117"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1011515926,OSM Basketball Court 1011515926,UK,UK,51.4666783,-0.2175059,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1011515926). Name is missing in OSM and should be manually reviewed.,,,way,1011515926,way/1011515926,"{""@id"":""way/1011515926"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1012038322,OSM Basketball Court 1012038322,UK,UK,51.4870452,-0.1458434,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1012038322). Name is missing in OSM and should be manually reviewed.,,,way,1012038322,way/1012038322,"{""@id"":""way/1012038322"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1012637440,OSM Basketball Court 1012637440,UK,UK,51.7512648,-0.2385103,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1012637440). Name is missing in OSM and should be manually reviewed.,,,way,1012637440,way/1012637440,"{""@id"":""way/1012637440"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""artificial_turf"",""@geometry"":""center""}",2026-05-12
osm-way-1012637441,OSM Basketball Court 1012637441,UK,UK,51.7510825,-0.2381913,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1012637441). Name is missing in OSM and should be manually reviewed.,,,way,1012637441,way/1012637441,"{""@id"":""way/1012637441"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""artificial_turf"",""@geometry"":""center""}",2026-05-12
osm-way-1012838329,OSM Basketball Court 1012838329,UK,UK,55.7878733,-4.8606958,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1012838329). Name is missing in OSM and should be manually reviewed.,,,way,1012838329,way/1012838329,"{""@id"":""way/1012838329"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1012909678,OSM Basketball Court 1012909678,UK,UK,52.4751260,-1.7849235,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1012909678). Name is missing in OSM and should be manually reviewed. OSM source tag: maxar.,,,way,1012909678,way/1012909678,"{""@id"":""way/1012909678"",""leisure"":""pitch"",""source"":""maxar"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1013159507,OSM Basketball Court 1013159507,UK,UK,51.5733879,-0.0950315,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1013159507). Name is missing in OSM and should be manually reviewed.,,,way,1013159507,way/1013159507,"{""@id"":""way/1013159507"",""barrier"":""fence"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1013381472,OSM Basketball Court 1013381472,UK,UK,56.3869606,-3.4468366,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,1,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1013381472). Name is missing in OSM and should be manually reviewed.,,,way,1013381472,way/1013381472,"{""@id"":""way/1013381472"",""hoops"":""1"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-1013517405,OSM Basketball Court 1013517405,UK,UK,55.6521314,-4.8177512,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1013517405). Name is missing in OSM and should be manually reviewed.,,,way,1013517405,way/1013517405,"{""@id"":""way/1013517405"",""leisure"":""pitch"",""sport"":""basketball;soccer"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-1013526489,OSM Basketball Court 1013526489,UK,UK,52.3148229,0.0202483,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,public,unknown,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,1,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/1013526489). Name is missing in OSM and should be manually reviewed.,,,way,1013526489,way/1013526489,"{""@id"":""way/1013526489"",""access"":""yes"",""hoops"":""1"",""leisure"":""pitch"",""lit"":""no"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
